i-index (unitless),j-index (unitless),X-value (cm),Y-value (cm),Longitude (deg),Latitude (deg),Observation in Radius (count),500mb Height Analysis (m),dmin (~2.55),dminScaler
2,0,18.9,-3.76,233.7484,62.6686,3,5264.1321,2.5549,1.5
2,1,20.17,-3.76,234.4404,60.9724,3,5285.8936,2.5549,1.5
2,2,21.44,-3.76,235.053,59.2855,1,5302.967,2.5549,1.5
2,3,22.71,-3.76,235.5991,57.6092,3,5332.5402,2.5549,1.5
2,4,23.98,-3.76,236.0887,55.9446,3,5360.3826,2.5549,1.5
2,5,25.25,-3.76,236.5303,54.2926,4,5385.3951,2.5549,1.5
2,6,26.52,-3.76,236.9304,52.6539,3,5406.5734,2.5549,1.5
2,7,27.79,-3.76,237.2946,51.0295,3,5429.957,2.5549,1.5
2,8,29.06,-3.76,237.6276,49.4198,5,5445.1957,2.5549,1.5
2,9,30.33,-3.76,237.9331,47.8255,4,5452.8649,2.5549,1.5
2,10,31.6,-3.76,238.2144,46.2472,4,5463.3552,2.5549,1.5
2,11,32.87,-3.76,238.4743,44.6853,5,5472.465,2.5549,1.5
2,12,34.14,-3.76,238.7151,43.1402,4,5487.2109,2.5549,1.5
2,13,35.41,-3.76,238.9388,41.6122,5,5504.6168,2.5549,1.5
2,14,36.68,-3.76,239.1472,40.1017,3,5523.543,2.5549,1.5
2,15,37.95,-3.76,239.3417,38.609,3,5547.5358,2.5549,1.5
2,16,39.22,-3.76,239.5238,37.1343,3,5580.0523,2.5549,1.5
2,17,40.49,-3.76,239.6946,35.6778,5,5612.6323,2.5549,1.5
2,18,41.76,-3.76,239.8551,34.2397,3,5641.7942,2.5549,1.5
2,19,43.03,-3.76,240.0061,32.82,2,5668.762,2.5549,1.5
2,20,44.3,-3.76,240.1486,31.419,2,5693.1489,2.5549,1.5
2,21,45.57,-3.76,240.2832,30.0367,2,5716.896,2.5549,1.5
3,0,18.9,-2.49,237.4947,62.9514,2,5241.6334,2.5549,1.5
3,1,20.17,-2.49,237.9624,61.2359,3,5260.4913,2.5549,1.5
3,2,21.44,-2.49,238.3755,59.5318,2,5284.4679,2.5549,1.5
3,3,22.71,-2.49,238.7429,57.8401,2,5310.5992,2.5549,1.5
3,4,23.98,-2.49,239.0718,56.1616,3,5338.1597,2.5549,1.5
3,5,25.25,-2.49,239.3681,54.4969,3,5363.6427,2.5549,1.5
3,6,26.52,-2.49,239.6361,52.8468,3,5385.739,2.5549,1.5
3,7,27.79,-2.49,239.8799,51.2119,5,5403.0192,2.5549,1.5
3,8,29.06,-2.49,240.1026,49.5926,4,5410.0681,2.5549,1.5
3,9,30.33,-2.49,240.3067,47.9894,3,5423.4489,2.5549,1.5
3,10,31.6,-2.49,240.4945,46.4029,5,5427.1929,2.5549,1.5
3,11,32.87,-2.49,240.6679,44.8333,5,5432.9249,2.5549,1.5
3,12,34.14,-2.49,240.8285,43.2811,5,5448.346,2.5549,1.5
3,13,35.41,-2.49,240.9776,41.7466,5,5459.6388,2.5549,1.5
3,14,36.68,-2.49,241.1165,40.2299,5,5480.1687,2.5549,1.5
3,15,37.95,-2.49,241.2461,38.7314,4,5505.1288,2.5549,1.5
3,16,39.22,-2.49,241.3673,37.2513,4,5527.8022,2.5549,1.5
3,17,40.49,-2.49,241.4809,35.7897,5,5567.2559,2.5549,1.5
3,18,41.76,-2.49,241.5877,34.3468,3,5607.724,2.5549,1.5
3,19,43.03,-2.49,241.6882,32.9226,3,5641.8698,2.5549,1.5
3,20,44.3,-2.49,241.7829,31.5173,2,5668.9955,2.5549,1.5
3,21,45.57,-2.49,241.8724,30.1309,2,5696.9813,2.5549,1.5
4,0,18.9,-1.22,241.3067,63.1209,3,5222.9181,2.5549,1.5
4,1,20.17,-1.22,241.5386,61.3936,2,5239.9819,2.5549,1.5
4,2,21.44,-1.22,241.7432,59.6792,2,5262.441,2.5549,1.5
4,3,22.71,-1.22,241.925,57.9781,4,5290.7968,2.5549,1.5
4,4,23.98,-1.22,242.0875,56.2912,4,5324.9841,2.5549,1.5
4,5,25.25,-1.22,242.2338,54.619,3,5351.2514,2.5549,1.5
4,6,26.52,-1.22,242.3661,52.962,2,5373.6346,2.5549,1.5
4,7,27.79,-1.22,242.4863,51.3207,3,5387.174,2.5549,1.5
4,8,29.06,-1.22,242.596,49.6956,2,5386.1944,2.5549,1.5
4,9,30.33,-1.22,242.6966,48.0871,4,5393.5249,2.5549,1.5
4,10,31.6,-1.22,242.789,46.4957,4,5396.5346,2.5549,1.5
4,11,32.87,-1.22,242.8744,44.9215,4,5396.4935,2.5549,1.5
4,12,34.14,-1.22,242.9534,43.3651,7,5405.8537,2.5549,1.5
4,13,35.41,-1.22,243.0267,41.8266,5,5423.6685,2.5549,1.5
4,14,36.68,-1.22,243.095,40.3062,5,5440.5063,2.5549,1.5
4,15,37.95,-1.22,243.1587,38.8043,5,5461.4925,2.5549,1.5
4,16,39.22,-1.22,243.2183,37.3209,4,5479.2679,2.5549,1.5
4,17,40.49,-1.22,243.2741,35.8563,5,5526.8033,2.5549,1.5
4,18,41.76,-1.22,243.3266,34.4105,4,5574.673,2.5549,1.5
4,19,43.03,-1.22,243.376,32.9837,3,5615.0452,2.5549,1.5
4,20,44.3,-1.22,243.4225,31.5758,2,5647.0749,2.5549,1.5
4,21,45.57,-1.22,243.4664,30.187,2,5670.6032,2.5549,1.5
5,0,18.9,0.05,245.1516,63.1746,1,5199.0922,2.5549,1.5
5,1,20.17,0.05,245.142,61.4436,2,5222.567,2.5549,1.5
5,2,21.44,0.05,245.1336,59.7258,2,5248.4028,2.5549,1.5
5,3,22.71,0.05,245.1261,58.0218,3,5278.6044,2.5549,1.5
5,4,23.98,0.05,245.1195,56.3322,3,5313.8641,2.5549,1.5
5,5,25.25,0.05,245.1135,54.6576,2,5343.1966,2.5549,1.5
5,6,26.52,0.05,245.108,52.9984,2,5368.3235,2.5549,1.5
5,7,27.79,0.05,245.1031,51.3551,3,5380.7671,2.5549,1.5
5,8,29.06,0.05,245.0986,49.7282,3,5382.0273,2.5549,1.5
5,9,30.33,0.05,245.0945,48.118,3,5386.1036,2.5549,1.5
5,10,31.6,0.05,245.0907,46.525,3,5389.4206,2.5549,1.5
5,11,32.87,0.05,245.0872,44.9494,4,5386.2107,2.5549,1.5
5,12,34.14,0.05,245.0839,43.3916,5,5391.2353,2.5549,1.5
5,13,35.41,0.05,245.0809,41.8519,4,5407.9321,2.5549,1.5
5,14,36.68,0.05,245.0781,40.3304,5,5422.7666,2.5549,1.5
5,15,37.95,0.05,245.0755,38.8273,5,5438.3107,2.5549,1.5
5,16,39.22,0.05,245.073,37.3429,5,5455.2694,2.5549,1.5
5,17,40.49,0.05,245.0708,35.8773,4,5488.6962,2.5549,1.5
5,18,41.76,0.05,245.0686,34.4306,6,5537.4472,2.5549,1.5
5,19,43.03,0.05,245.0666,33.0029,6,5586.1079,2.5549,1.5
5,20,44.3,0.05,245.0647,31.5943,4,5628.9231,2.5549,1.5
5,21,45.57,0.05,245.0629,30.2048,4,5652.4592,2.5549,1.5
6,0,18.9,1.32,248.9951,63.1117,1,5176.4756,2.5549,1.5
6,1,20.17,1.32,248.7443,61.3851,1,5203.7199,2.5549,1.5
6,2,21.44,1.32,248.5231,59.6712,1,5233.8372,2.5549,1.5
6,3,22.71,1.32,248.3265,57.9707,2,5266.4019,2.5549,1.5
6,4,23.98,1.32,248.1507,56.2842,2,5303.3262,2.5549,1.5
6,5,25.25,1.32,247.9925,54.6124,1,5341.6903,2.5549,1.5
6,6,26.52,1.32,247.8495,52.9557,1,5367.4245,2.5549,1.5
6,7,27.79,1.32,247.7195,51.3148,4,5381.9013,2.5549,1.5
6,8,29.06,1.32,247.6008,49.69,4,5387.2635,2.5549,1.5
6,9,30.33,1.32,247.492,48.0819,3,5391.7936,2.5549,1.5
6,10,31.6,1.32,247.392,46.4907,5,5394.2374,2.5549,1.5
6,11,32.87,1.32,247.2997,44.9168,6,5394.5515,2.5549,1.5
6,12,34.14,1.32,247.2142,43.3606,5,5398.6217,2.5549,1.5
6,13,35.41,1.32,247.1349,41.8223,5,5405.5798,2.5549,1.5
6,14,36.68,1.32,247.061,40.3021,6,5414.9722,2.5549,1.5
6,15,37.95,1.32,246.9921,38.8004,6,5423.8732,2.5549,1.5
6,16,39.22,1.32,246.9276,37.3172,5,5440.2458,2.5549,1.5
6,17,40.49,1.32,246.8672,35.8527,4,5464.5897,2.5549,1.5
6,18,41.76,1.32,246.8105,34.4071,5,5514.2777,2.5549,1.5
6,19,43.03,1.32,246.7571,32.9804,5,5559.7276,2.5549,1.5
6,20,44.3,1.32,246.7067,31.5727,4,5600.0586,2.5549,1.5
6,21,45.57,1.32,246.6592,30.184,3,5628.6008,2.5549,1.5
7,0,18.9,2.59,252.803,62.9332,2,5160.3926,2.5549,1.5
7,1,20.17,2.59,252.3172,61.2189,1,5189.4912,2.5549,1.5
7,2,21.44,2.59,251.8881,59.516,1,5223.8917,2.5549,1.5
7,3,22.71,2.59,251.5063,57.8253,1,5257.9081,2.5549,1.5
7,4,23.98,2.59,251.1644,56.1477,3,5301.5582,2.5549,1.5
7,5,25.25,2.59,250.8566,54.4838,2,5345.0271,2.5549,1.5
7,6,26.52,2.59,250.5779,52.8345,1,5372.0775,2.5549,1.5
7,7,27.79,2.59,250.3245,51.2002,3,5391.3497,2.5549,1.5
7,8,29.06,2.59,250.0931,49.5815,4,5404.6035,2.5549,1.5
7,9,30.33,2.59,249.8809,47.9789,3,5411.8949,2.5549,1.5
7,10,31.6,2.59,249.6856,46.3929,4,5416.4724,2.5549,1.5
7,11,32.87,2.59,249.5053,44.8238,5,5416.8868,2.5549,1.5
7,12,34.14,2.59,249.3384,43.2721,6,5414.1575,2.5549,1.5
7,13,35.41,2.59,249.1833,41.7379,5,5417.1294,2.5549,1.5
7,14,36.68,2.59,249.039,40.2217,4,5420.0515,2.5549,1.5
7,15,37.95,2.59,248.9043,38.7236,5,5424.5073,2.5549,1.5
7,16,39.22,2.59,248.7782,37.2438,6,5435.2514,2.5549,1.5
7,17,40.49,2.59,248.66,35.7825,6,5462.7977,2.5549,1.5
7,18,41.76,2.59,248.549,34.3399,5,5507.4695,2.5549,1.5
7,19,43.03,2.59,248.4445,32.9161,5,5549.3068,2.5549,1.5
7,20,44.3,2.59,248.346,31.511,3,5583.2469,2.5549,1.5
7,21,45.57,2.59,248.2529,30.1249,2,5613.7442,2.5549,1.5
8,0,18.9,3.86,256.5429,62.6416,2,5179.6835,2.5549,1.5
8,1,20.17,3.86,255.8339,60.9472,2,5192.5511,2.5549,1.5
8,2,21.44,3.86,255.206,59.262,1,5225.7747,2.5549,1.5
8,3,22.71,3.86,254.6463,57.5872,2,5267.424,2.5549,1.5
8,4,23.98,3.86,254.1443,55.9239,1,5311.1398,2.5549,1.5
8,5,25.25,3.86,253.6916,54.273,2,5348.026,2.5549,1.5
8,6,26.52,3.86,253.2813,52.6355,3,5380.7608,2.5549,1.5
8,7,27.79,3.86,252.9077,51.012,4,5406.1675,2.5549,1.5
8,8,29.06,3.86,252.5662,49.4033,2,5422.0477,2.5549,1.5
8,9,30.33,3.86,252.2529,47.8099,2,5432.0113,2.5549,1.5
8,10,31.6,3.86,251.9643,46.2323,5,5435.7768,2.5549,1.5
8,11,32.87,3.86,251.6977,44.6711,5,5435.7456,2.5549,1.5
8,12,34.14,3.86,251.4507,43.1267,8,5434.9648,2.5549,1.5
8,13,35.41,3.86,251.2212,41.5993,7,5428.8642,2.5549,1.5
8,14,36.68,3.86,251.0074,40.0894,7,5427.4298,2.5549,1.5
8,15,37.95,3.86,250.8077,38.5973,8,5428.4903,2.5549,1.5
8,16,39.22,3.86,250.6209,37.1231,5,5430.6977,2.5549,1.5
8,17,40.49,3.86,250.4457,35.6671,5,5452.8537,2.5549,1.5
8,18,41.76,3.86,250.281,34.2294,5,5493.9436,2.5549,1.5
8,19,43.03,3.86,250.126,32.8102,5,5532.4983,2.5549,1.5
8,20,44.3,3.86,249.9798,31.4096,4,5566.7785,2.5549,1.5
8,21,45.57,3.86,249.8417,30.0276,3,5597.0878,2.5549,1.5
9,0,18.9,5.13,260.1858,62.241,2,5186.1306,2.5549,1.5
9,1,20.17,5.13,259.2699,60.5734,2,5219.4787,2.5549,1.5
9,2,21.44,5.13,258.4563,58.9121,2,5253.6669,2.5549,1.5
9,3,22.71,5.13,257.729,57.2588,2,5284.972,2.5549,1.5
9,4,23.98,5.13,257.0752,55.615,1,5325.6726,2.5549,1.5
9,5,25.25,5.13,256.4844,53.9818,1,5362.0811,2.5549,1.5
9,6,26.52,5.13,255.948,52.3604,2,5396.0868,2.5549,1.5
9,7,27.79,5.13,255.459,50.7517,3,5425.4027,2.5549,1.5
9,8,29.06,5.13,255.0114,49.1566,3,5443.8857,2.5549,1.5
9,9,30.33,5.13,254.6001,47.5758,5,5456.6239,2.5549,1.5
9,10,31.6,5.13,254.2211,46.0099,6,5456.9514,2.5549,1.5
9,11,32.87,5.13,253.8706,44.4595,6,5455.0151,2.5549,1.5
9,12,34.14,5.13,253.5455,42.9251,8,5446.0488,2.5549,1.5
9,13,35.41,5.13,253.2433,41.4071,8,5436.7585,2.5549,1.5
9,14,36.68,5.13,252.9616,39.906,6,5429.3663,2.5549,1.5
9,15,37.95,5.13,252.6985,38.4221,6,5427.6258,2.5549,1.5
9,16,39.22,5.13,252.452,36.9556,5,5429.246,2.5549,1.5
9,17,40.49,5.13,252.2208,35.5069,6,5435.455,2.5549,1.5
9,18,41.76,5.13,252.0034,34.076,5,5473.6416,2.5549,1.5
9,19,43.03,5.13,251.7987,32.6633,5,5513.5478,2.5549,1.5
9,20,44.3,5.13,251.6055,31.2687,4,5552.4794,2.5549,1.5
9,21,45.57,5.13,251.423,29.8925,3,5582.1078,2.5549,1.5
10,0,18.9,6.4,263.7074,61.7369,2,5186.8465,2.5549,1.5
10,1,20.17,6.4,262.6044,60.1021,2,5225.9568,2.5549,1.5
10,2,21.44,6.4,261.6208,58.4702,2,5263.1086,2.5549,1.5
10,3,22.71,6.4,260.7386,56.8435,2,5302.5294,2.5549,1.5
10,4,23.98,6.4,259.9433,55.2238,2,5340.9281,2.5549,1.5
10,5,25.25,6.4,259.223,53.6126,1,5380.1077,2.5549,1.5
10,6,26.52,6.4,258.5676,52.0114,1,5415.1817,2.5549,1.5
10,7,27.79,6.4,257.969,50.4212,3,5448.3078,2.5549,1.5
10,8,29.06,6.4,257.4202,48.8432,4,5471.501,2.5549,1.5
10,9,30.33,6.4,256.9153,47.2781,5,5481.1033,2.5549,1.5
10,10,31.6,6.4,256.4493,45.7269,6,5482.0294,2.5549,1.5
10,11,32.87,6.4,256.018,44.1901,10,5476.7721,2.5549,1.5
10,12,34.14,6.4,255.6176,42.6684,7,5465.5248,2.5549,1.5
10,13,35.41,6.4,255.245,41.1623,8,5453.2983,2.5549,1.5
10,14,36.68,6.4,254.8974,39.6723,7,5441.5308,2.5549,1.5
10,15,37.95,6.4,254.5725,38.1987,7,5434.9917,2.5549,1.5
10,16,39.22,6.4,254.268,36.7421,6,5426.8401,2.5549,1.5
10,17,40.49,6.4,253.9821,35.3025,4,5426.1305,2.5549,1.5
10,18,41.76,6.4,253.7132,33.8803,6,5457.8474,2.5549,1.5
10,19,43.03,6.4,253.4598,32.4757,5,5501.814,2.5549,1.5
10,20,44.3,6.4,253.2206,31.0889,5,5539.7961,2.5549,1.5
10,21,45.57,6.4,252.9945,29.72,3,5571.111,2.5549,1.5
11,0,18.9,7.67,267.0883,61.1356,2,5189.6413,2.5549,1.5
11,1,20.17,7.67,265.8202,59.5386,2,5231.2086,2.5549,1.5
11,2,21.44,7.67,264.6843,57.9409,1,5279.405,2.5549,1.5
11,3,22.71,7.67,263.6617,56.3452,2,5323.3887,2.5549,1.5
11,4,23.98,7.67,262.7369,54.7538,2,5359.4389,2.5549,1.5
11,5,25.25,7.67,261.8968,53.1686,1,5396.4982,2.5549,1.5
11,6,26.52,7.67,261.1307,51.5911,2,5434.6808,2.5549,1.5
11,7,27.79,7.67,260.4294,50.0229,4,5472.7725,2.5549,1.5
11,8,29.06,7.67,259.7853,48.4651,5,5498.8185,2.5549,1.5
11,9,30.33,7.67,259.1917,46.9188,5,5508.161,2.5549,1.5
11,10,31.6,7.67,258.6431,45.385,6,5508.3394,2.5549,1.5
11,11,32.87,7.67,258.1346,43.8644,7,5503.8133,2.5549,1.5
11,12,34.14,7.67,257.662,42.3579,9,5493.7058,2.5549,1.5
11,13,35.41,7.67,257.2218,40.866,7,5481.5891,2.5549,1.5
11,14,36.68,7.67,256.8107,39.3893,7,5471.188,2.5549,1.5
11,15,37.95,7.67,256.426,37.9283,8,5453.9024,2.5549,1.5
11,16,39.22,7.67,256.0653,36.4833,6,5432.429,2.5549,1.5
11,17,40.49,7.67,255.7264,35.0548,4,5428.5787,2.5549,1.5
11,18,41.76,7.67,255.4074,33.6431,4,5461.391,2.5549,1.5
11,19,43.03,7.67,255.1067,32.2483,4,5499.368,2.5549,1.5
11,20,44.3,7.67,254.8227,30.8708,4,5533.1495,2.5549,1.5
11,21,45.57,7.67,254.554,29.5107,3,5571.2603,2.5549,1.5
12,0,18.9,8.94,270.3149,60.4442,2,5179.0378,2.5549,1.5
12,1,20.17,8.94,268.9045,58.8889,1,5222.5733,2.5549,1.5
12,2,21.44,8.94,267.635,57.3293,1,5282.4172,2.5549,1.5
12,3,22.71,8.94,266.4875,55.7685,3,5344.7443,2.5549,1.5
12,4,23.98,8.94,265.446,54.2089,3,5375.276,2.5549,1.5
12,5,25.25,8.94,264.497,52.653,3,5415.5636,2.5549,1.5
12,6,26.52,8.94,263.6292,51.1026,3,5457.865,2.5549,1.5
12,7,27.79,8.94,262.8329,49.5593,4,5493.9183,2.5549,1.5
12,8,29.06,8.94,262.1,48.0247,4,5519.3343,2.5549,1.5
12,9,30.33,8.94,261.4233,46.4999,6,5534.5545,2.5549,1.5
12,10,31.6,8.94,260.7968,44.9861,7,5538.3588,2.5549,1.5
12,11,32.87,8.94,260.2153,43.4843,8,5535.8373,2.5549,1.5
12,12,34.14,8.94,259.6741,41.9953,9,5527.7571,2.5549,1.5
12,13,35.41,8.94,259.1694,40.5197,10,5516.2727,2.5549,1.5
12,14,36.68,8.94,258.6976,39.0584,8,5502.4926,2.5549,1.5
12,15,37.95,8.94,258.2557,37.6118,8,5484.4889,2.5549,1.5
12,16,39.22,8.94,257.8409,36.1805,9,5460.3511,2.5549,1.5
12,17,40.49,8.94,257.4509,34.7648,6,5451.4953,2.5549,1.5
12,18,41.76,8.94,257.0835,33.3652,4,5472.5388,2.5549,1.5
12,19,43.03,8.94,256.7369,31.9819,6,5517.7369,2.5549,1.5
12,20,44.3,8.94,256.4094,30.6152,4,5557.4419,2.5549,1.5
12,21,45.57,8.94,256.0994,29.2654,4,5594.0535,2.5549,1.5
13,0,18.9,10.21,273.3784,59.67,2,5139.4515,2.5549,1.5
13,1,20.17,10.21,271.8484,58.1597,1,5210.1666,2.5549,1.5
13,2,21.44,10.21,270.4644,56.6412,1,5281.5375,2.5549,1.5
13,3,22.71,10.21,269.2078,55.1182,2,5347.0701,2.5549,1.5
13,4,23.98,10.21,268.0629,53.5936,1,5394.1036,2.5549,1.5
13,5,25.25,10.21,267.0163,52.0698,2,5439.167,2.5549,1.5
13,6,26.52,10.21,266.0563,50.5492,2,5480.6836,2.5549,1.5
13,7,27.79,10.21,265.1732,49.0336,5,5509.4961,2.5549,1.5
13,8,29.06,10.21,264.3585,47.5247,4,5537.2503,2.5549,1.5
13,9,30.33,10.21,263.6048,46.0239,4,5558.3374,2.5549,1.5
13,10,31.6,10.21,262.9057,44.5325,7,5568.3357,2.5549,1.5
13,11,32.87,10.21,262.2557,43.0516,9,5570.7173,2.5549,1.5
13,12,34.14,10.21,261.65,41.5822,9,5567.0649,2.5549,1.5
13,13,35.41,10.21,261.0842,40.1251,8,5558.8721,2.5549,1.5
13,14,36.68,10.21,260.5547,38.681,11,5545.3338,2.5549,1.5
13,15,37.95,10.21,260.0582,37.2507,8,5526.4628,2.5549,1.5
13,16,39.22,10.21,259.5917,35.8348,6,5512.3332,2.5549,1.5
13,17,40.49,10.21,259.1527,34.4336,6,5508.0612,2.5549,1.5
13,18,41.76,10.21,258.7389,33.0476,7,5521.5163,2.5549,1.5
13,19,43.03,10.21,258.3481,31.6773,4,5562.2789,2.5549,1.5
13,20,44.3,10.21,257.9786,30.3229,3,5603.646,2.5549,1.5
13,21,45.57,10.21,257.6286,28.9847,3,5645.9282,2.5549,1.5
14,0,18.9,11.48,276.2748,58.8207,1,5074.616,2.5549,1.5
14,1,20.17,11.48,274.6469,57.3574,2,5158.7806,2.5549,1.5
14,2,21.44,11.48,273.1667,55.8824,2,5279.8768,2.5549,1.5
14,3,22.71,11.48,271.8168,54.3996,1,5348.2711,2.5549,1.5
14,4,23.98,11.48,270.5819,52.9123,1,5414.5467,2.5549,1.5
14,5,25.25,11.48,269.4491,51.4231,2,5459.3079,2.5549,1.5
14,6,26.52,11.48,268.4069,49.9347,2,5498.4722,2.5549,1.5
14,7,27.79,11.48,267.4454,48.4491,3,5531.6449,2.5549,1.5
14,8,29.06,11.48,266.5562,46.9681,4,5557.4561,2.5549,1.5
14,9,30.33,11.48,265.7318,45.4934,6,5581.396,2.5549,1.5
14,10,31.6,11.48,264.9656,44.0265,5,5595.5361,2.5549,1.5
14,11,32.87,11.48,264.252,42.5685,7,5601.1909,2.5549,1.5
14,12,34.14,11.48,263.5859,41.1206,8,5602.8716,2.5549,1.5
14,13,35.41,11.48,262.9628,39.6838,7,5602.4009,2.5549,1.5
14,14,36.68,11.48,262.3789,38.2588,8,5596.4011,2.5549,1.5
14,15,37.95,11.48,261.8307,36.8465,8,5581.3386,2.5549,1.5
14,16,39.22,11.48,261.3152,35.4475,7,5570.3025,2.5549,1.5
14,17,40.49,11.48,260.8295,34.0624,6,5573.1308,2.5549,1.5
14,18,41.76,11.48,260.3711,32.6917,7,5588.331,2.5549,1.5
14,19,43.03,11.48,259.938,31.3357,5,5623.0984,2.5549,1.5
14,20,44.3,11.48,259.5282,29.995,5,5667.2442,2.5549,1.5
14,21,45.57,11.48,259.1397,28.6697,5,5710.0748,2.5549,1.5
15,0,18.9,12.75,279.0037,57.9037,1,5076.8024,2.5549,1.5
15,1,20.17,12.75,277.2981,56.4888,1,5152.2398,2.5549,1.5
15,2,21.44,12.75,275.7392,55.0589,2,5273.0797,2.5549,1.5
15,3,22.71,12.75,274.311,53.618,2,5364.061,2.5549,1.5
15,4,23.98,12.75,272.9993,52.1698,2,5433.9668,2.5549,1.5
15,5,25.25,12.75,271.7915,50.7172,3,5483.1772,2.5549,1.5
15,6,26.52,12.75,270.6768,49.2628,2,5517.0442,2.5549,1.5
15,7,27.79,12.75,269.6456,47.8091,4,5548.3195,2.5549,1.5
15,8,29.06,12.75,268.6893,46.358,3,5574.4483,2.5549,1.5
15,9,30.33,12.75,267.8007,44.9113,7,5597.1019,2.5549,1.5
15,10,31.6,12.75,266.9731,43.4707,6,5617.0346,2.5549,1.5
15,11,32.87,12.75,266.2009,42.0374,7,5631.1179,2.5549,1.5
15,12,34.14,12.75,265.4788,40.6128,8,5639.2914,2.5549,1.5
15,13,35.41,12.75,264.8023,39.1978,10,5643.8859,2.5549,1.5
15,14,36.68,12.75,264.1675,37.7936,9,5641.1119,2.5549,1.5
15,15,37.95,12.75,263.5707,36.4008,9,5637.6848,2.5549,1.5
15,16,39.22,12.75,263.0088,35.0203,12,5633.7879,2.5549,1.5
15,17,40.49,12.75,262.4788,33.6526,6,5640.4326,2.5549,1.5
15,18,41.76,12.75,261.9783,32.2985,9,5655.2228,2.5549,1.5
15,19,43.03,12.75,261.5048,30.9582,6,5689.0733,2.5549,1.5
15,20,44.3,12.75,261.0564,29.6324,7,5733.4459,2.5549,1.5
15,21,45.57,12.75,260.6311,28.3213,5,5775.5201,2.5549,1.5
16,0,18.9,14.02,281.568,56.9262,2,5116.7699,2.5549,1.5
16,1,20.17,14.02,279.8028,55.5603,3,5207.7501,2.5549,1.5
